index,genres,keywords,popularity,revenue,title,vote_average,vote_count,cast,director,soup
1855,['drama'],"['brotherbrotherrelationship', 'deaf-mute', 'americandream', 'fanatic', 'pipeline']",37.817904999999996,77208711,there will be blood,7.9,1537,"['danielday-lewis', 'pauldano', 'dillonfreasier', 'ciaránhinds', ""kevinj.o'connor""]",paulthomasanderson,brotherbrotherrelationship deaf-mute americandream fanatic pipeline danielday-lewis pauldano dillonfreasier ciaránhinds kevinj.o'connor drama paulthomasanderson
1859,"['drama', 'comedy']","['holiday', 'femalefriendship', 'jeans', 'comingofage', 'teenagegirl']",17.17372,39053061,the sisterhood of the traveling pants,6.3,386,"['ambertamblyn', 'alexisbledel', 'americaferrera', 'blakelively', 'jennaboyd']",kenkwapis,holiday femalefriendship jeans comingofage teenagegirl ambertamblyn alexisbledel americaferrera blakelively jennaboyd drama comedy kenkwapis
1860,"['action', 'crime', 'thriller']","['paris', 'prostitute', 'drug']",16.936576000000002,64437847,kiss of the dragon,6.4,298,"['jetli', 'bridgetfonda', 'tchékykaryo', 'maxryan', 'ricyoung']",chrisnahon,paris prostitute drug jetli bridgetfonda tchékykaryo maxryan ricyoung action crime thriller chrisnahon
1863,['drama'],"['baseball', 'sport', 'duringcreditsstinger']",17.312433,38307627,million dollar arm,6.6,259,"['jonhamm', 'billpaxton', 'lakebell', 'surajsharma', 'aasifmandvi']",craiggillespie,baseball sport duringcreditsstinger jonhamm billpaxton lakebell surajsharma aasifmandvi drama craiggillespie
1864,"['drama', 'sciencefiction']","['dystopia', 'blackandwhite', 'basedonyoungadultnovel']",53.811461,66980456,the giver,6.4,1798,"['jeffbridges', 'merylstreep', 'brentonthwaites', 'odeyarush', 'alexanderskarsgård']",phillipnoyce,dystopia blackandwhite basedonyoungadultnovel jeffbridges merylstreep brentonthwaites odeyarush alexanderskarsgård drama sciencefiction phillipnoyce
1869,['drama'],"['londonengland', 'suicide', 'gay', 'poetry', 'aids']",20.953265,41597830,the hours,7.0,451,"['nicolekidman', 'juliannemoore', 'merylstreep', 'stephendillane', 'mirandarichardson']",stephendaldry,londonengland suicide gay poetry aids nicolekidman juliannemoore merylstreep stephendillane mirandarichardson drama stephendaldry
1870,"['comedy', 'drama', 'family', 'romance']","['roommate', 'twinsister', 'sport', 'boardingschool', 'twinbrother']",10.81439,33889159,she's the man,6.4,671,"['amandabynes', 'channingtatum', 'lauraramsey', 'vinniejones', 'davidcross']",andyfickman,roommate twinsister sport boardingschool twinbrother amandabynes channingtatum lauraramsey vinniejones davidcross comedy drama family romance andyfickman
1871,"['family', 'comedy']","['holiday', 'france', 'filmdirector', 'chaos', 'clumsyfellow']",27.683874,229736344,mr. bean's holiday,6.1,663,"['rowanatkinson', 'maxbaldry', 'emmadecaunes', 'willemdafoe', 'karelroden']",stevebendelack,holiday france filmdirector chaos clumsyfellow rowanatkinson maxbaldry emmadecaunes willemdafoe karelroden family comedy stevebendelack
1874,['drama'],"['date', 'lossofson', 'loveatfirstsight', 'childlabour', 'guitar']",29.533437,66122026,august rush,7.1,797,"['freddiehighmore', 'kerirussell', 'jonathanrhysmeyers', 'terrencehoward', 'robinwilliams']",kirstensheridan,date lossofson loveatfirstsight childlabour guitar freddiehighmore kerirussell jonathanrhysmeyers terrencehoward robinwilliams drama kirstensheridan
1875,"['drama', 'history']","['duke', 'historicalfigure', 'treason', 'catholic', 'protestant']",14.179538,82150642,elizabeth,7.1,334,"['cateblanchett', 'geoffreyrush', 'christophereccleston', 'josephfiennes', 'richardattenborough']",shekharkapur,duke historicalfigure treason catholic protestant cateblanchett geoffreyrush christophereccleston josephfiennes richardattenborough drama history shekharkapur
1877,"['history', 'action', 'drama', 'adventure', 'war']","['japan', 'worldwarii', 'pearlharbor', 'soldier', 'imperialjapan']",9.795985,29548291,tora! tora! tora!,6.9,147,"['martinbalsam', 'sôyamamura', 'josephcotten', 'tatsuyamihashi', 'e.g.marshall']",toshiomasuda,japan worldwarii pearlharbor soldier imperialjapan martinbalsam sôyamamura josephcotten tatsuyamihashi e.g.marshall history action drama adventure war toshiomasuda
1881,"['drama', 'crime']","['prison', 'corruption', 'policebrutality', 'prisoncell', 'delinquent']",136.747729,28341469,the shawshank redemption,8.5,8205,"['timrobbins', 'morganfreeman', 'bobgunton', 'clancybrown', 'markrolston']",frankdarabont,prison corruption policebrutality prisoncell delinquent timrobbins morganfreeman bobgunton clancybrown markrolston drama crime frankdarabont
1883,['comedy'],"['sport', 'handicap', 'sexualfavor', 'starspangledbanner', 'bowlingteam']",17.329269,25023434,kingpin,6.7,244,"['woodyharrelson', 'randyquaid', 'vanessaangel', 'billmurray', 'chriselliott']",peterfarrelly,sport handicap sexualfavor starspangledbanner bowlingteam woodyharrelson randyquaid vanessaangel billmurray chriselliott comedy peterfarrelly
1885,"['comedy', 'drama']","['suicide', 'drugaddiction', 'funeral', 'dysfunctionalfamily', 'basedonplay']",20.561682,74188937,august: osage county,6.9,483,"['merylstreep', 'juliaroberts', 'chriscooper', 'ewanmcgregor', 'margomartindale']",johnwells,suicide drugaddiction funeral dysfunctionalfamily basedonplay merylstreep juliaroberts chriscooper ewanmcgregor margomartindale comedy drama johnwells
1887,['comedy'],"['newyork', 'shyness', 'career', 'flight', 'romanticcomedy']",19.212552,42886719,a lot like love,6.5,318,"['ashtonkutcher', 'amandapeet', 'aimeegarcia', 'tarynmanning', 'alilarter']",nigelcole,newyork shyness career flight romanticcomedy ashtonkutcher amandapeet aimeegarcia tarynmanning alilarter comedy nigelcole
1888,"['comedy', 'drama', 'history']","['underdog', 'olympicgames', 'skijump', 'biography', 'sport']",29.365851,46152800,eddie the eagle,7.2,661,"['taronegerton', 'hughjackman', 'christopherwalken', 'aniasowinski', 'madssjøgårdpettersen']",dexterfletcher,underdog olympicgames skijump biography sport taronegerton hughjackman christopherwalken aniasowinski madssjøgårdpettersen comedy drama history dexterfletcher
1889,['drama'],"['prison', 'fathersonrelationship', 'homicide', 'begnadigung', 'releasefromprison']",10.232599,21567853,he got game,6.7,134,"['denzelwashington', 'rayallen', 'millajovovich', 'rosariodawson', 'hillharper']",spikelee,prison fathersonrelationship homicide begnadigung releasefromprison denzelwashington rayallen millajovovich rosariodawson hillharper drama spikelee
1890,"['romance', 'drama', 'comedy']","['sexaddiction', 'love', 'mentalinstitution', 'patient', 'psychiatrist']",8.870614,22200000,don juan demarco,6.2,183,"['johnnydepp', 'marlonbrando', 'fayedunaway', 'géraldinepailhas', 'bobdishy']",jeremyleven,sexaddiction love mentalinstitution patient psychiatrist johnnydepp marlonbrando fayedunaway géraldinepailhas bobdishy romance drama comedy jeremyleven
1891,"['drama', 'romance', 'war']","['basedonnovel', 'army', 'love', 'u.s.soldier']",19.402816,114977104,dear john,6.6,1262,"['amandaseyfried', 'channingtatum', 'henrythomas', 'richardjenkins', 'scottporter']",lassehallström,basedonnovel army love u.s.soldier amandaseyfried channingtatum henrythomas richardjenkins scottporter drama romance war lassehallström
1892,"['action', 'adventure', 'crime', 'mystery', 'thriller']","['hospital', 'blackops', 'referencetomacgyver', 'suckedintojetengine']",24.903418,23580000,the losers,6.2,515,"['jeffreydeanmorgan', 'zoesaldana', 'chrisevans', 'idriselba', 'columbusshort']",sylvainwhite,hospital blackops referencetomacgyver suckedintojetengine jeffreydeanmorgan zoesaldana chrisevans idriselba columbusshort action adventure crime mystery thriller sylvainwhite
1895,"['comedy', 'drama', 'romance']","['shyness', 'brothersisterrelationship', 'businessman']",15.960916000000001,17000000,punch-drunk love,6.9,530,"['adamsandler', 'emilywatson', 'philipseymourhoffman', 'luisguzmán', 'marylynnrajskub']",paulthomasanderson,shyness brothersisterrelationship businessman adamsandler emilywatson philipseymourhoffman luisguzmán marylynnrajskub comedy drama romance paulthomasanderson
1896,['comedy'],"['paris', 'berlin', 'alcohol', 'sex', 'nudity']",25.848003,20796847,eurotrip,6.5,656,"['scottmechlowicz', 'jacobpitts', 'michelletrachtenberg', 'traviswester', 'vinniejones']",jeffschaffer,paris berlin alcohol sex nudity scottmechlowicz jacobpitts michelletrachtenberg traviswester vinniejones comedy jeffschaffer
1901,"['drama', 'family']",['sport'],7.538513000000001,15431177,the greatest game ever played,6.9,110,"['shialabeouf', 'stephendillane', 'joshflitter', 'peterfirth', 'peytonlist']",billpaxton,sport shialabeouf stephendillane joshflitter peterfirth peytonlist drama family billpaxton
1906,['comedy'],"['pornactor', 'pornographicvideo', 'highschool', 'schoolparty', 'blonde']",39.784026000000004,30411183,the girl next door,6.3,824,"['emilehirsch', 'elishacuthbert', 'timothyolyphant', 'jamesremar', 'chrismarquette']",lukegreenfield,pornactor pornographicvideo highschool schoolparty blonde emilehirsch elishacuthbert timothyolyphant jamesremar chrismarquette comedy lukegreenfield
1909,"['crime', 'thriller']","['biography', 'basedontruestory', 'gangster', 'twins']",32.854557,42972994,legend,6.7,973,"['tomhardy', 'emilybrowning', 'christophereccleston', 'davidthewlis', 'taronegerton']",brianhelgeland,biography basedontruestory gangster twins tomhardy emilybrowning christophereccleston davidthewlis taronegerton crime thriller brianhelgeland
1910,"['action', 'comedy']","['stuntman', 'stepfather', 'swimmingpool', 'aftercreditsstinger']",6.3095870000000005,14334401,hot rod,6.3,313,"['andysamberg', 'islafisher', 'billhader', 'sissyspacek', 'dannymcbride']",akivaschaffer,stuntman stepfather swimmingpool aftercreditsstinger andysamberg islafisher billhader sissyspacek dannymcbride action comedy akivaschaffer
1912,['drama'],"['emigration', 'irish-american', 'hunger', 'sociallydeprivedfamily', 'famine']",4.88794,13,angela's ashes,7.0,59,"['emilywatson', 'robertcarlyle', 'joebreen', 'michaellegge', 'ciaranowens']",alanparker,emigration irish-american hunger sociallydeprivedfamily famine emilywatson robertcarlyle joebreen michaellegge ciaranowens drama alanparker
1913,['drama'],"['sport', 'duringcreditsstinger']",14.17009,28831145,draft day,6.5,304,"['kevincostner', 'jennifergarner', 'tomwelling', 'samelliott', 'terrycrews']",ivanreitman,sport duringcreditsstinger kevincostner jennifergarner tomwelling samelliott terrycrews drama ivanreitman
1914,"['fantasy', 'horror', 'sciencefiction', 'thriller']","['spacemarine', 'vampire', 'flyingsaucer', 'comet', 'alien']",12.18362,0,lifeforce,6.2,135,"['steverailsback', 'peterfirth', 'frankfinlay', 'mathildamay', 'patrickstewart']",tobehooper,spacemarine vampire flyingsaucer comet alien steverailsback peterfirth frankfinlay mathildamay patrickstewart fantasy horror sciencefiction thriller tobehooper
1915,"['crime', 'drama', 'history']","['president', 'history', 'conspiracy', 'lawyer', 'trial']",9.169271,15478800,the conspirator,6.2,137,"['evanrachelwood', 'jamesmcavoy', 'kevinkline', 'robinwright', 'alexisbledel']",robertredford,president history conspiracy lawyer trial evanrachelwood jamesmcavoy kevinkline robinwright alexisbledel crime drama history robertredford
1916,['drama'],"['skateboarding', 'success', 'independentfilm', 'womandirector']",8.127728,13411957,lords of dogtown,7.0,210,"['emilehirsch', 'victorrasuk', 'rebeccademornay', 'johnrobinson', 'michaelangarano']",catherinehardwicke,skateboarding success independentfilm womandirector emilehirsch victorrasuk rebeccademornay johnrobinson michaelangarano drama catherinehardwicke
1918,"['action', 'adventure', 'comedy', 'fantasy']","['kungfu', 'chinatown', 'magic', 'mystery']",29.796394,11000000,big trouble in little china,7.1,705,"['kurtrussell', 'kimcattrall', 'dennisdun', 'jameshong', 'victorwong']",johncarpenter,kungfu chinatown magic mystery kurtrussell kimcattrall dennisdun jameshong victorwong action adventure comedy fantasy johncarpenter
1920,"['action', 'drama']","['bank', 'training', 'beating', 'mixedmartialarts', 'teacher']",51.915025,23057115,warrior,7.7,1272,"['tomhardy', 'jennifermorrison', 'nicknolte', 'joeledgerton', 'frankgrillo']",gavino'connor,bank training beating mixedmartialarts teacher tomhardy jennifermorrison nicknolte joeledgerton frankgrillo action drama gavino'connor
1921,"['drama', 'thriller']","['civilwar', 'fight', 'presidentialelection', 'freedomfighter', 'chinesecivilwar']",8.314624,16900000,michael collins,6.7,97,"['liamneeson', 'aidanquinn', 'stephenrea', 'alanrickman', 'juliaroberts']",neiljordan,civilwar fight presidentialelection freedomfighter chinesecivilwar liamneeson aidanquinn stephenrea alanrickman juliaroberts drama thriller neiljordan
1922,"['war', 'drama', 'history']","['civilwar', 'independence', 'troops', 'army', 'battle']",5.5290349999999995,25000000,gettysburg,6.6,90,"['jeffdaniels', 'tomberenger', 'martinsheen', 'samelliott', 'stephenlang']",ronaldf.maxwell,civilwar independence troops army battle jeffdaniels tomberenger martinsheen samelliott stephenlang war drama history ronaldf.maxwell
1923,"['drama', 'war']","['posttraumaticstressdisorder', 'iraqwarveteran', 'u.s.soldier', 'womandirector']",4.002579,11207130,stop-loss,6.1,82,"['ryanphillippe', 'abbiecornish', 'josephgordon-levitt', 'channingtatum', 'josefsommer']",kimberlypeirce,posttraumaticstressdisorder iraqwarveteran u.s.soldier womandirector ryanphillippe abbiecornish josephgordon-levitt channingtatum josefsommer drama war kimberlypeirce
1925,"['drama', 'thriller']","['holiday', 'prison', 'thailand', 'drug', 'injustice']",7.296459,13000000,brokedown palace,6.2,111,"['clairedanes', 'katebeckinsale', 'billpullman', 'jacquelinekim', 'loudiamondphillips']",jonathankaplan,holiday prison thailand drug injustice clairedanes katebeckinsale billpullman jacquelinekim loudiamondphillips drama thriller jonathankaplan
1929,"['comedy', 'drama']","['flying', '1970s', 'falseidentity', 'biography']",5.073536,11772461,the hoax,6.4,60,"['richardgere', 'alfredmolina', 'marciagayharden', 'hopedavis', 'juliedelpy']",lassehallström,flying 1970s falseidentity biography richardgere alfredmolina marciagayharden hopedavis juliedelpy comedy drama lassehallström
1931,"['adventure', 'drama']","['post-apocalyptic', 'dystopia', 'paternity', 'duringcreditsstinger']",41.075532,27635305,the road,6.8,1087,"['viggomortensen', 'kodismit-mcphee', 'charlizetheron', 'robertduvall', 'guypearce']",johnhillcoat,post-apocalyptic dystopia paternity duringcreditsstinger viggomortensen kodismit-mcphee charlizetheron robertduvall guypearce adventure drama johnhillcoat
1935,['drama'],"['newzealand', 'utah', ""life'sdream"", 'independentfilm', 'motorcycle']",8.450513,0,the world's fastest indian,7.3,166,"['anthonyhopkins', 'iainrea', 'tessamitchell', 'aaronmurphy', 'timshadbolt']",rogerdonaldson,newzealand utah life'sdream independentfilm motorcycle anthonyhopkins iainrea tessamitchell aaronmurphy timshadbolt drama rogerdonaldson
1938,"['drama', 'mystery', 'sciencefiction', 'thriller']","['fight', 'blindnessandimpairedvision', 'asylum', 'leader', 'society']",17.603823000000002,19844979,blindness,6.4,387,"['juliannemoore', 'markruffalo', 'alicebraga', 'gaelgarcíabernal', 'dannyglover']",fernandomeirelles,fight blindnessandimpairedvision asylum leader society juliannemoore markruffalo alicebraga gaelgarcíabernal dannyglover drama mystery sciencefiction thriller fernandomeirelles
1940,"['comedy', 'drama']","['flat', 'mobilephone', 'hamster', 'insult', 'darkcomedy']",20.011435000000002,27603069,carnage,7.0,738,"['katewinslet', 'jodiefoster', 'christophwaltz', 'johnc.reilly', 'elvispolanski']",romanpolanski,flat mobilephone hamster insult darkcomedy katewinslet jodiefoster christophwaltz johnc.reilly elvispolanski comedy drama romanpolanski
1942,"['fantasy', 'family']","['clown', 'music', 'mimes', 'cirquedusoleil', 'carnies']",5.987486,34153101,cirque du soleil: worlds away,6.1,58,"['ericalinz', 'igorzaripov', 'mattgillanders', 'jasonberrent', 'dallasbarnett']",andrewadamson,clown music mimes cirquedusoleil carnies ericalinz igorzaripov mattgillanders jasonberrent dallasbarnett fantasy family andrewadamson
1943,['drama'],"['running', 'olympicgames', 'sport', 'athlete']",3.849873,777423,without limits,6.2,19,"['billycrudup', 'donaldsutherland', 'monicapotter', 'jeremysisto', 'matthewlillard']",roberttowne,running olympicgames sport athlete billycrudup donaldsutherland monicapotter jeremysisto matthewlillard drama roberttowne
1944,"['comedy', 'drama', 'romance']","['newyork', 'basedonnovel', 'historicalfigure', 'theater', '1930s']",3.593165,2336172,me and orson welles,6.6,49,"['zacefron', 'clairedanes', 'christianmckay', 'imogenpoots', 'zoekazan']",richardlinklater,newyork basedonnovel historicalfigure theater 1930s zacefron clairedanes christianmckay imogenpoots zoekazan comedy drama romance richardlinklater
1945,"['drama', 'romance', 'crime', 'mystery']","['painting', 'auctioneer', 'confidencegame', 'fineart', 'honeypot']",30.058263,19255873,the best offer,7.7,704,"['geoffreyrush', 'jimsturgess', 'sylviahoeks', 'donaldsutherland', 'maximiliandirr']",giuseppetornatore,painting auctioneer confidencegame fineart honeypot geoffreyrush jimsturgess sylviahoeks donaldsutherland maximiliandirr drama romance crime mystery giuseppetornatore
1948,"['comedy', 'drama']","['americanfootball', 'countryhouse', 'motorboat', 'malefemalerelationship', 'thirtysomething']",15.279020999999998,48531470,little white lies,7.1,380,"['françoiscluzet', 'marioncotillard', 'benoîtmagimel', 'gilleslellouche', 'jeandujardin']",guillaumecanet,americanfootball countryhouse motorboat malefemalerelationship thirtysomething françoiscluzet marioncotillard benoîtmagimel gilleslellouche jeandujardin comedy drama guillaumecanet
1951,"['family', 'animation']","['russia', 'spacemission', 'space', 'outerspace', 'dog']",5.753564,6500000,space dogs,6.3,10,"['annabolshova', 'evgenymironov', 'sergeygarmash', 'aleksandrbashirov', 'elenayakovleva']",svyatoslavushakov,russia spacemission space outerspace dog annabolshova evgenymironov sergeygarmash aleksandrbashirov elenayakovleva family animation svyatoslavushakov
1953,"['romance', 'adventure', 'action', 'history']","['ambush', 'hero', 'fight', 'castle', 'battlefield']",12.31708,0,ironclad,6.2,227,"['jamespurefoy', 'katemara', 'jasonflemyng', 'paulgiamatti', 'briancox']",jonathanenglish,ambush hero fight castle battlefield jamespurefoy katemara jasonflemyng paulgiamatti briancox romance adventure action history jonathanenglish
1954,"['history', 'action', 'drama']","['biography', 'napoleonbonaparte', 'waterloo']",1.8947490000000002,3052000,waterloo,7.0,31,"['rodsteiger', 'christopherplummer', 'orsonwelles', 'jackhawkins', 'virginiamckenna']",sergeybondarchuk,biography napoleonbonaparte waterloo rodsteiger christopherplummer orsonwelles jackhawkins virginiamckenna history action drama sergeybondarchuk
1955,"['crime', 'action', 'thriller']","['martialarts', 'kungfu', 'serialkiller']",6.895866000000001,0,kung fu jungle,6.5,114,"['donnieyen', 'charlieyeung', 'wangbaoqiang', 'baibing', 'deepng']",teddychan,martialarts kungfu serialkiller donnieyen charlieyeung wangbaoqiang baibing deepng crime action thriller teddychan
1957,"['drama', 'romance']","['lovesickness', 'sexuality', 'cheating', 'cynic', 'ladykiller']",14.480628,34670720,dangerous liaisons,7.0,257,"['glennclose', 'johnmalkovich', 'michellepfeiffer', 'swoosiekurtz', 'keanureeves']",stephenfrears,lovesickness sexuality cheating cynic ladykiller glennclose johnmalkovich michellepfeiffer swoosiekurtz keanureeves drama romance stephenfrears
1959,"['sciencefiction', 'adventure']","['savingtheworld', 'sanfrancisco', 'ussenterprise-a', 'timetravel', 'whale']",22.258428,133000000,star trek iv: the voyage home,6.9,477,"['williamshatner', 'leonardnimoy', 'deforestkelley', 'jamesdoohan', 'georgetakei']",leonardnimoy,savingtheworld sanfrancisco ussenterprise-a timetravel whale williamshatner leonardnimoy deforestkelley jamesdoohan georgetakei sciencefiction adventure leonardnimoy
1960,['drama'],"['philadelphia', 'transporter', 'fight', ""loveofone'slife"", 'publicity']",30.445257,155721132,rocky balboa,6.5,835,"['sylvesterstallone', 'burtyoung', 'miloventimiglia', 'geraldinehughes', 'jamesfranciskellyiii']",sylvesterstallone,philadelphia transporter fight loveofone'slife publicity sylvesterstallone burtyoung miloventimiglia geraldinehughes jamesfranciskellyiii drama sylvesterstallone
1961,"['horror', 'mystery']","['filmfestivals', 'slaughter', 'slasher']",35.244037,172363301,scream 2,6.1,840,"['davidarquette', 'nevecampbell', 'courteneycox', 'sarahmichellegellar', 'jamiekennedy']",wescraven,filmfestivals slaughter slasher davidarquette nevecampbell courteneycox sarahmichellegellar jamiekennedy horror mystery wescraven
1964,"['comedy', 'crime']","['bounty', 'gangsterboss', 'montreal', 'gangster', 'dentist']",23.441135,106371651,the whole nine yards,6.2,531,"['brucewillis', 'matthewperry', 'rosannaarquette', 'michaelclarkeduncan', 'kevinpollak']",jonathanlynn,bounty gangsterboss montreal gangster dentist brucewillis matthewperry rosannaarquette michaelclarkeduncan kevinpollak comedy crime jonathanlynn
1965,"['drama', 'family', 'music', 'romance']","['dancing', 'dancer', 'dance', 'music', 'danceteacher']",25.03414,80035402,footloose,6.4,505,"['kevinbacon', 'johnlithgow', 'diannewiest', 'chrispenn', 'lorisinger']",herbertross,dancing dancer dance music danceteacher kevinbacon johnlithgow diannewiest chrispenn lorisinger drama family music romance herbertross
1966,['comedy'],"['sexdoll', 'streaking', 'mouthtomouthresuscitation']",24.70166,87055349,old school,6.6,541,"['lukewilson', 'willferrell', 'vincevaughn', 'ellenpompeo', 'leahremini']",toddphillips,sexdoll streaking mouthtomouthresuscitation lukewilson willferrell vincevaughn ellenpompeo leahremini comedy toddphillips
1967,"['comedy', 'drama']","['holygrail', 'homelessperson', 'lossoflover', 'mentaldisease', 'senseofguilt']",16.146572,41895491,the fisher king,7.2,341,"['jeffbridges', 'robinwilliams', 'mercedesruehl', 'amandaplummer', 'michaeljeter']",terrygilliam,holygrail homelessperson lossoflover mentaldisease senseofguilt jeffbridges robinwilliams mercedesruehl amandaplummer michaeljeter comedy drama terrygilliam
1969,"['romance', 'comedy', 'drama']","['transplantation', ""loveofone'slife"", 'veterinarian', 'womandirector']",5.771479,36609995,return to me,6.1,67,"['davidduchovny', 'minniedriver', ""carrollo'connor"", 'robertloggia', 'jimbelushi']",bonniehunt,transplantation loveofone'slife veterinarian womandirector davidduchovny minniedriver carrollo'connor robertloggia jimbelushi romance comedy drama bonniehunt
1970,['comedy'],"['pornography', ""loveofone'slife"", 'platoniclove', 'pornographicvideo', 'bestfriend']",27.326465999999996,42105111,zack and miri make a porno,6.1,721,"['sethrogen', 'elizabethbanks', 'jenniferschwalbachsmith', 'jasonmewes', 'gerrybednob']",kevinsmith,pornography loveofone'slife platoniclove pornographicvideo bestfriend sethrogen elizabethbanks jenniferschwalbachsmith jasonmewes gerrybednob comedy kevinsmith
1974,['drama'],"['basedonnovel', 'suicideattempt', 'puberty', 'biography', 'borderlinepersonalitydisorder']",10.713521,0,"girl, interrupted",7.6,721,"['winonaryder', 'angelinajolie', 'cleaduvall', 'brittanymurphy', 'elisabethmoss']",jamesmangold,basedonnovel suicideattempt puberty biography borderlinepersonalitydisorder winonaryder angelinajolie cleaduvall brittanymurphy elisabethmoss drama jamesmangold
1982,"['drama', 'music']","['musical', 'perfectionist', 'rowboat', 'courtship']",6.1382129999999995,0,beyond the sea,6.5,55,"['kevinspacey', 'katebosworth', 'johngoodman', 'bobhoskins', 'brendablethyn']",kevinspacey,musical perfectionist rowboat courtship kevinspacey katebosworth johngoodman bobhoskins brendablethyn drama music kevinspacey
1984,"['adventure', 'fantasy', 'animation', 'sciencefiction', 'family']","['prophecy', 'witch', 'princess', 'battle', 'desert']",2.439184,669276,the thief and the cobbler,6.8,26,"['vincentprice', 'anthonyquayle', 'seanconnery', 'joansims', 'paulmatthews']",richardwilliams,prophecy witch princess battle desert vincentprice anthonyquayle seanconnery joansims paulmatthews adventure fantasy animation sciencefiction family richardwilliams
1987,"['fantasy', 'animation', 'adventure']","['flying', 'witch', 'rain', 'castle', 'scarecrow']",49.549984,234710455,howl's moving castle,8.2,1991,"['takuyakimura', 'akihiromiwa', 'tatsuyagashûin', 'mitsunoriisaki', 'yooizumi']",hayaomiyazaki,flying witch rain castle scarecrow takuyakimura akihiromiwa tatsuyagashûin mitsunoriisaki yooizumi fantasy animation adventure hayaomiyazaki
1988,"['comedy', 'horror']","['washingtond.c.', 'sistersisterrelationship', 'post-apocalyptic', 'roadtrip', 'bloodsplatter']",57.300674,102391382,zombieland,7.2,3550,"['jesseeisenberg', 'woodyharrelson', 'emmastone', 'abigailbreslin', 'amberheard']",rubenfleischer,washingtond.c. sistersisterrelationship post-apocalyptic roadtrip bloodsplatter jesseeisenberg woodyharrelson emmastone abigailbreslin amberheard comedy horror rubenfleischer
1990,"['adventure', 'action', 'sciencefiction']","['rebel', 'android', 'asteroid', 'spacebattle', 'snowstorm']",78.51783,538400000,the empire strikes back,8.2,5879,"['markhamill', 'harrisonford', 'carriefisher', 'billydeewilliams', 'anthonydaniels']",irvinkershner,rebel android asteroid spacebattle snowstorm markhamill harrisonford carriefisher billydeewilliams anthonydaniels adventure action sciencefiction irvinkershner
1991,"['action', 'comedy', 'crime', 'thriller']","['miami', 'detective', 'handcuffs', 'airport', 'mexicanstandoff']",33.872182,141407024,bad boys,6.5,1699,"['willsmith', 'martinlawrence', 'téaleoni', 'tchékykaryo', 'joepantoliano']",michaelbay,miami detective handcuffs airport mexicanstandoff willsmith martinlawrence téaleoni tchékykaryo joepantoliano action comedy crime thriller michaelbay
1992,"['comedy', 'crime']","['washingtond.c.', 'usapresident', 'spoof', 'thewhitehouse']",27.332559999999997,86930411,the naked gun 2½: the smell of fear,6.6,546,"['leslienielsen', 'priscillapresley', 'georgekennedy', 'o.j.simpson', 'robertgoulet']",davidzucker,washingtond.c. usapresident spoof thewhitehouse leslienielsen priscillapresley georgekennedy o.j.simpson robertgoulet comedy crime davidzucker
1993,['horror'],"['omen', 'airplaneaccident', 'corpse', 'death', 'near-deathexperience']",38.799596,53302314,final destination,6.4,1378,"['devonsawa', 'alilarter', 'kerrsmith', 'tonytodd', 'seannwilliamscott']",jameswong,omen airplaneaccident corpse death near-deathexperience devonsawa alilarter kerrsmith tonytodd seannwilliamscott horror jameswong
1994,['drama'],"['ohio', 'politics', 'dirtytricks', 'presidentialcampaign', 'endorsement']",20.317469,75993061,the ides of march,6.5,910,"['ryangosling', 'georgeclooney', 'philipseymourhoffman', 'paulgiamatti', 'evanrachelwood']",georgeclooney,ohio politics dirtytricks presidentialcampaign endorsement ryangosling georgeclooney philipseymourhoffman paulgiamatti evanrachelwood drama georgeclooney
1995,"['thriller', 'sciencefiction', 'action']","['darkness', 'dystopia', 'comet', 'alienlife-form', 'survival']",18.493202,53187659,pitch black,6.7,1789,"['vindiesel', 'radhamitchell', 'colehauser', 'lewisfitz-gerald', 'claudiablack']",davidtwohy,darkness dystopia comet alienlife-form survival vindiesel radhamitchell colehauser lewisfitz-gerald claudiablack thriller sciencefiction action davidtwohy
1997,"['romance', 'sciencefiction', 'drama']","['artificialintelligence', 'computer', 'love', 'loneliness', 'transhumanism']",53.682367000000006,47351251,her,7.9,4097,"['joaquinphoenix', 'scarlettjohansson', 'rooneymara', 'amyadams', 'oliviawilde']",spikejonze,artificialintelligence computer love loneliness transhumanism joaquinphoenix scarlettjohansson rooneymara amyadams oliviawilde romance sciencefiction drama spikejonze
1998,"['mystery', 'thriller', 'drama']","['colorado', 'friendship', 'stalker', 'pokies', 'truckdriver']",11.183197,36642838,joy ride,6.3,325,"['stevezahn', 'paulwalker', 'leeleesobieski', 'jessicabowman', 'stuartstone']",johndahl,colorado friendship stalker pokies truckdriver stevezahn paulwalker leeleesobieski jessicabowman stuartstone mystery thriller drama johndahl
2004,['drama'],"['sistersisterrelationship', 'sister', 'leukemia', 'reunion', 'cancer']",6.130231,0,marvin's room,6.6,124,"['dianekeaton', 'merylstreep', 'leonardodicaprio', 'robertdeniro', 'humecronyn']",jerryzaks,sistersisterrelationship sister leukemia reunion cancer dianekeaton merylstreep leonardodicaprio robertdeniro humecronyn drama jerryzaks
